Date,Open,High,Low,Close,Volume,Adj Close
1993-03-30,45.1562,45.2187,45.0937,45.2187,56000,28.828018
1993-03-31,45.3437,45.4687,45.1875,45.1875,111600,28.808127
1993-04-01,45.25,45.25,44.9375,45.0312,129500,28.708482
1993-04-02,44.6562,44.6562,44.0937,44.0937,59400,28.110803
1993-04-05,44.4375,44.4375,44.1875,44.3125,172200,28.250293
1993-04-06,44.4062,44.4062,44.0625,44.1875,129700,28.170603
1993-04-07,44.25,44.3437,44.1562,44.3437,28000,28.270184
1993-04-08,44.5312,44.5312,44.0937,44.2812,180800,28.230339
1993-04-12,44.7187,44.9375,44.6562,44.9062,348500,28.628792
1993-04-13,44.875,45.1562,44.8437,45,146100,28.688591
1993-04-14,45.0312,45.0625,44.9062,44.9375,119600,28.648746
1993-04-15,44.9062,45.0312,44.75,44.9375,148600,28.648746
1993-04-16,44.9687,45.0312,44.875,44.9375,47900,28.648746
1993-04-19,44.9375,45.0625,44.7187,44.75,157000,28.52921
1993-04-20,44.6875,44.75,44.25,44.5312,279500,28.38972
1993-04-21,44.625,44.625,44.375,44.5,67900,28.369829
1993-04-22,44.3125,44.6875,43.9375,43.9375,97700,28.011222
1993-04-23,43.8437,43.9687,43.6875,43.75,106000,27.891686
1993-04-26,43.7812,43.9375,43.2812,43.4062,62600,27.672505
1993-04-27,43.3437,43.875,43.3437,43.875,156800,27.971376
1993-04-28,43.8125,43.9062,43.7187,43.7812,85900,27.911577
1993-04-29,43.875,43.9687,43.625,43.9687,85000,28.031113
1993-04-30,44.125,44.2812,44.0312,44.0312,88500,28.070958
1993-05-03,44.0937,44.3125,43.9062,44.3125,80500,28.250293
1993-05-04,44.4062,44.625,44.3437,44.4687,149100,28.349875
1993-05-05,44.4687,44.75,44.4687,44.5937,109000,28.429565
1993-05-06,44.5312,44.5625,44.4062,44.4375,54700,28.329984
1993-05-07,44.4687,44.4687,44.2812,44.3437,68000,28.270184
1993-05-10,44.4062,44.6875,44.4062,44.4375,113900,28.329984
1993-05-11,44.4375,44.625,44.3125,44.625,42600,28.44952
1993-05-12,44.4375,44.5937,44.4375,44.5625,31000,28.409674
1993-05-13,44.375,44.375,44,44.0312,129100,28.070958
1993-05-14,44.0312,44.1562,43.9687,44,63500,28.051067
1993-05-17,44.125,44.1562,43.9375,44.1562,34000,28.150648
1993-05-18,44.1875,44.2187,43.9687,44.125,105200,28.130757
1993-05-19,44.125,45.0312,43.8437,45.0312,50200,28.708482
1993-05-20,45.0312,45.1562,44.9375,45.1562,98200,28.788173
1993-05-21,45.1875,45.25,44.7187,44.75,221400,28.52921
1993-05-24,44.8437,45.0937,44.8437,44.9375,30500,28.648746
1993-05-25,45.125,45.125,45.0312,45.0312,191800,28.708482
1993-05-26,45.1562,45.625,45.125,45.5937,102400,29.06709
1993-05-27,45.6562,45.6562,45.375,45.4375,53800,28.967508
1993-05-28,45.4062,45.4062,45,45.2187,79100,28.828018
1993-06-01,45.375,45.8125,45.3125,45.6562,28300,29.106935
1993-06-02,45.5312,45.75,45.3437,45.5937,20300,29.06709
1993-06-03,45.5,45.5,45.3437,45.4375,21600,28.967508
1993-06-04,45.3125,45.3125,45.0937,45.2812,32000,28.867863
1993-06-07,45.375,45.375,45.125,45.125,121400,28.768282
1993-06-08,45,45,44.7187,44.7187,104500,28.509256
1993-06-09,44.875,45.0625,44.8125,44.875,43300,28.608901
1993-06-10,44.8437,44.9375,44.75,44.9062,17900,28.628792
1993-06-11,45.0625,45.1562,44.9062,45.0937,647400,28.748327
1993-06-14,45.1562,45.1875,45.0312,45.0312,64200,28.708482
1993-06-15,45.0937,45.125,44.9375,44.9375,142400,28.648746
1993-06-16,44.9375,45.0312,44.8125,45.0312,330900,28.708482
1993-06-17,45.125,45.1875,45.0312,45.1875,37400,28.808127
1993-06-18,44.8437,44.8437,44.5,44.5,58500,28.570892
1993-06-21,44.625,44.625,44.5312,44.5937,29300,28.631052
1993-06-22,44.6562,44.6562,44.5625,44.625,137500,28.651147
1993-06-23,44.625,44.625,44.2187,44.2187,227600,28.390286
1993-06-24,44.3437,44.8125,44.3437,44.8125,243700,28.77153
1993-06-25,44.7812,44.9062,44.75,44.7812,44800,28.751435
1993-06-28,45,45.2812,44.9375,45.2812,439900,29.072456
1993-06-29,45.2187,45.2187,45,45.0625,207500,28.932041
1993-06-30,45.125,45.2187,45,45.0625,437600,28.932041
1993-07-01,45.125,45.125,44.875,44.9375,605700,28.851786
1993-07-02,44.7812,44.8125,44.5312,44.6875,285400,28.691275
1993-07-06,44.625,44.75,44.1562,44.2187,246400,28.390286
1993-07-07,44.1875,44.4062,44.1875,44.3437,343700,28.470541
1993-07-08,44.375,44.9375,44.3125,44.8437,248200,28.791562
1993-07-09,44.8437,44.9687,44.75,44.9687,378200,28.871818
1993-07-12,44.9062,44.9687,44.8437,44.9375,373700,28.851786
1993-07-13,44.9687,45.0937,44.6562,44.9062,389600,28.83169
1993-07-14,44.9375,45.1875,44.9062,45.0625,617300,28.932041
1993-07-15,45.0312,45.0312,44.7812,44.875,443800,28.811658
1993-07-16,44.9062,44.9375,44.6875,44.75,216400,28.731403
1993-07-19,44.75,44.75,44.5937,44.7187,188200,28.711307
1993-07-20,44.6875,44.8437,44.4687,44.8437,68500,28.791562
1993-07-21,44.7812,44.8125,44.6562,44.8125,142700,28.77153
1993-07-22,44.75,44.8125,44.5,44.5,632400,28.570892
1993-07-23,44.5937,44.7187,44.5625,44.7187,286200,28.711307
1993-07-26,44.8437,45.0625,44.8437,44.9687,121300,28.871818
1993-07-27,45,45.0312,44.7812,44.9375,92800,28.851786
1993-07-28,44.8437,44.9375,44.7812,44.8437,30800,28.791562
1993-07-29,44.9375,45.2187,44.875,45.0937,331000,28.952073
1993-07-30,45.0937,45.0937,44.7812,44.8437,75300,28.791562
1993-08-02,44.9062,45.125,44.9062,44.9687,41300,28.871818
1993-08-03,45.0625,45.1875,44.8437,45,81600,28.891913
1993-08-04,45,45.0937,44.875,45,434000,28.891913
1993-08-05,45,45,44.8437,44.9062,36800,28.83169
1993-08-06,45.0312,45.0625,44.9062,44.9687,402300,28.871818
1993-08-09,45.0937,45.3437,45,45.2187,828200,29.032328
1993-08-10,45.1875,45.2187,45.125,45.1875,604900,29.012296
1993-08-11,45.1562,45.3125,45.1562,45.1875,542200,29.012296
1993-08-12,45.3125,45.3125,44.9062,45.0625,303700,28.932041
1993-08-13,45.0937,45.1562,45.0937,45.125,103500,28.972169
1993-08-16,45.1562,45.5,45.1562,45.375,241800,29.132679
1993-08-17,45.3437,45.5312,45.3437,45.5312,369300,29.232967
1993-08-18,45.6875,45.875,45.6562,45.7812,414300,29.393477
1993-08-19,45.8125,45.8125,45.7187,45.7812,28500,29.393477
1993-08-20,45.6875,45.8125,45.6562,45.8125,80700,29.413573
1993-08-23,45.625,45.75,45.625,45.7187,15600,29.35335
1993-08-24,45.7187,46.2187,45.7187,46.2187,273400,29.674371
1993-08-25,46.2187,46.4375,46.1562,46.25,242300,29.694466
1993-08-26,46.2812,46.5312,46.0937,46.2812,120000,29.714498
1993-08-27,46.1562,46.25,46.1562,46.25,25700,29.694466
1993-08-30,46.2812,46.5,46.2812,46.4375,183500,29.814849
1993-08-31,46.4062,46.5625,46.3437,46.5625,66500,29.895105
1993-09-01,46.4062,46.5937,46.4062,46.5,136500,29.854977
1993-09-02,46.5312,46.5937,46.3125,46.3437,472400,29.754626
1993-09-03,46.3125,46.4375,46.25,46.375,630500,29.774722
1993-09-07,46.375,46.4375,46,46.0625,196400,29.574083
1993-09-08,46.0625,46.0625,45.5937,45.9062,269900,29.473732
1993-09-09,45.7187,46.0312,45.7187,46,239200,29.533956
1993-09-10,46.125,46.4375,46.0625,46.4062,106500,29.794754
1993-09-13,46.5625,46.5625,46.4375,46.4375,66900,29.814849
1993-09-14,46.3125,46.3125,46.0937,46.25,184500,29.694466
1993-09-15,46.0625,46.4062,45.9062,46.375,101000,29.774722
1993-09-16,46.3125,46.3437,46.1562,46.1875,54300,29.654339
1993-09-17,45.875,45.9062,45.75,45.8125,200900,29.596842
1993-09-20,45.875,45.9687,45.4375,45.4375,57800,29.354576
1993-09-21,45.5,45.5625,44.8125,45.2812,318200,29.2536
1993-09-22,45.4375,45.7187,45.375,45.6562,439700,29.495866
1993-09-23,45.7812,45.9375,45.7187,45.9062,88500,29.657377
1993-09-24,45.8437,45.875,45.7187,45.7812,53500,29.576621
1993-09-27,46.125,46.2812,46.125,46.2812,274600,29.899643
1993-09-28,46.3125,46.3125,46.1562,46.1875,158300,29.839108
1993-09-29,46.1875,46.3125,45.9687,46.0312,221000,29.738132
1993-09-30,46.0312,46.125,45.8437,45.9375,99300,29.677598
1993-10-01,45.875,46.2187,45.8125,46.1562,22700,29.818888
1993-10-04,46.2187,46.2187,46.0937,46.2187,1038500,29.859265
1993-10-05,46.3125,46.3125,46,46.1562,436500,29.818888
1993-10-06,46.1875,46.375,46.125,46.125,209200,29.798731
1993-10-07,46.1875,46.1875,45.9687,46,59400,29.717975
1993-10-08,46.125,46.1562,45.7187,46.0625,54400,29.758353
1993-10-11,46.1562,46.25,46.1562,46.1562,467100,29.818888
1993-10-12,46.2187,46.25,46.1875,46.2187,26200,29.859265
1993-10-13,46.25,46.25,46.1562,46.2187,139100,29.859265
1993-10-14,46.4062,46.8125,46.2812,46.8125,108100,30.242885
1993-10-15,47.0312,47.1562,46.9062,47.0625,1502500,30.404396
1993-10-18,47.0312,47.0312,46.875,46.9375,722400,30.323641
1993-10-19,46.875,46.9687,46.5937,46.5937,880100,30.101531
1993-10-20,46.75,46.75,46.5625,46.6562,230400,30.141909
1993-10-21,46.6875,46.6875,46.5312,46.5937,56200,30.101531
1993-10-22,46.6562,46.8437,46.375,46.375,390700,29.960241
1993-10-25,46.4062,46.5625,46.2812,46.5,114500,30.040997
1993-10-26,46.4687,46.5,46.3125,46.4687,186200,30.020776
1993-10-27,46.4062,46.5312,46.4062,46.5,118400,30.040997
1993-10-28,46.5625,46.9687,46.5625,46.8437,129600,30.263042
1993-10-29,46.8125,46.875,46.7812,46.8437,80700,30.263042
1993-11-01,46.7812,47,46.7812,46.9687,36400,30.343797
1993-11-02,46.9062,47,46.6562,46.9375,262100,30.323641
1993-11-03,46.9062,46.9062,46.125,46.3437,479100,29.940021
1993-11-04,46.3437,46.3437,45.8125,45.8437,130400,29.616999
1993-11-05,45.7187,46.0625,45.5312,46.0625,363200,29.758353
1993-11-08,46.0937,46.25,45.9687,46.125,367600,29.798731
1993-11-09,46.4375,46.4687,46.125,46.1562,246900,29.818888
1993-11-10,46.1562,46.5,46.0312,46.5,46500,30.040997
1993-11-11,46.5,46.625,46.3437,46.375,88900,29.960241
1993-11-12,46.4687,46.75,46.4375,46.5937,108200,30.101531
1993-11-15,46.6875,46.6875,46.4375,46.5625,243300,30.081375
1993-11-16,46.6562,46.8125,46.4687,46.7812,492600,30.222664
1993-11-17,46.8125,46.8125,46.4062,46.5312,39600,30.061154
1993-11-18,46.4687,46.5625,46.2812,46.4062,240800,29.980398
1993-11-19,46.25,46.375,46.2187,46.3125,106000,29.919864
1993-11-22,46.1875,46.2187,45.875,46.0312,165300,29.738132
1993-11-23,46.2812,46.3125,46.0312,46.2812,89700,29.899643
1993-11-24,46.4062,46.5,46.3437,46.4687,77200,30.020776
1993-11-26,46.5937,46.5937,46.4687,46.5,1019800,30.040997
1993-11-29,46.625,46.7187,46.3125,46.3125,517500,29.919864
1993-11-30,46.2812,46.5625,46.25,46.3437,230000,29.940021
1993-12-01,46.5937,46.625,46.4062,46.4062,379200,29.980398
1993-12-02,46.5,46.5625,46.4062,46.5312,352000,30.061154
1993-12-03,46.5,46.7187,46.5,46.7187,306000,30.182287
1993-12-06,46.7812,46.9375,46.7812,46.875,99500,30.283263
1993-12-07,46.875,46.9062,46.7812,46.8437,88800,30.263042
1993-12-08,46.8437,46.8437,46.7812,46.8437,146700,30.263042
1993-12-09,46.8437,46.9062,46.625,46.6875,416500,30.16213
1993-12-10,46.7187,46.7187,46.5,46.5937,412900,30.101531
1993-12-13,46.5937,46.875,46.5312,46.875,273200,30.283263
1993-12-14,46.9062,46.9062,46.5312,46.5312,41900,30.061154
1993-12-15,46.5937,46.625,46.4687,46.4687,82600,30.020776
1993-12-16,46.6562,46.6562,46.5625,46.625,78200,30.121752
1993-12-17,46.4062,46.5937,46.375,46.5625,104700,30.287297
1993-12-20,46.5312,46.6562,46.5,46.625,68800,30.327951
1993-12-21,46.5625,46.5625,46.4062,46.4687,205700,30.226283
1993-12-22,46.5937,46.8125,46.5,46.7812,410300,30.429554
1993-12-23,46.75,46.8437,46.6875,46.75,533800,30.409259
1993-12-27,46.75,47,46.75,47,447100,30.571875
1993-12-28,46.9687,47.125,46.9375,47.0937,880600,30.632824
1993-12-29,47.125,47.1562,47,47.0312,266700,30.59217
1993-12-30,47,47,46.75,46.8437,219900,30.470208
1993-12-31,46.9375,47,46.5625,46.5937,312900,30.307591
1994-01-03,46.5937,46.6562,46.4062,46.4687,960900,30.226283
1994-01-04,46.5312,46.6562,46.4687,46.6562,164300,30.348245
1994-01-05,46.7187,46.7812,46.5312,46.75,710900,30.409259
1994-01-06,46.8125,46.8437,46.6875,46.75,201000,30.409259
1994-01-07,46.8437,47.0625,46.7187,47.0312,775500,30.59217
1994-01-10,47.0937,47.5937,46.9687,47.5937,593700,30.958057
1994-01-11,47.5625,47.5625,47.3437,47.5,295200,30.897108
1994-01-12,47.5312,47.5312,47.1875,47.3437,158400,30.79544
1994-01-13,47.2187,47.3125,47.1562,47.2187,244300,30.714132
1994-01-14,47.375,47.5,47.375,47.4062,137200,30.836094
1994-01-17,47.4062,47.4687,47.3125,47.4062,17700,30.836094
1994-01-18,47.4687,47.5312,47.375,47.4687,166400,30.876749
1994-01-19,47.4062,47.4687,47.25,47.3437,200800,30.79544
1994-01-20,47.4062,47.5,47.375,47.4687,281100,30.876749
1994-01-21,47.5312,47.5312,47.3437,47.375,85600,30.8158
1994-01-24,47.3437,47.5625,47.1875,47.1875,373800,30.693837
1994-01-25,47.2187,47.25,47.0937,47.1875,310400,30.693837
1994-01-26,47.1875,47.3437,47.125,47.3125,145100,30.775146
1994-01-27,47.4062,47.8125,47.3437,47.75,344500,31.059724
1994-01-28,47.9375,48.0312,47.875,47.875,356500,31.141032
1994-01-31,48.0625,48.3125,48,48.2187,313800,31.364598
1994-02-01,48.1562,48.1562,47.9062,47.9687,303600,31.201981
1994-02-02,48.125,48.2812,48.0937,48.2812,307600,31.405252
1994-02-03,48.1875,48.1875,47.9062,48.0625,466100,31.262995
1994-02-04,48.0625,48.125,46.9687,46.9687,1403200,30.551516
1994-02-07,46.8437,47.3125,46.8437,47.1875,516400,30.693837
1994-02-08,47.2812,47.2812,47.0312,47.2187,188200,30.714132
1994-02-09,47.25,47.4375,47.1875,47.4062,144600,30.836094
1994-02-10,47.375,47.4062,47,47,883900,30.571875
1994-02-11,47.0312,47.2812,46.8125,47.1562,519400,30.673478
1994-02-14,47.0625,47.375,47,47.2187,2742100,30.714132
1994-02-15,47.3125,47.5,47.25,47.4687,374700,30.876749
1994-02-16,47.5312,47.5312,47.3437,47.4375,287600,30.856454
1994-02-17,47.6562,47.6875,47.0312,47.1562,342400,30.673478
1994-02-18,47.1875,47.2187,46.75,46.875,313300,30.490567
1994-02-22,47,47.3437,47,47.3437,154500,30.79544
1994-02-23,47.4062,47.4375,47.0625,47.2187,391700,30.714132
1994-02-24,47.0625,47.0625,46.5625,46.5937,770800,30.307591
1994-02-25,46.6562,46.8125,46.5625,46.8125,531300,30.449913
1994-02-28,46.9375,47.0625,46.8125,46.8125,333000,30.449913
1994-03-01,46.8125,46.9062,46.375,46.625,423600,30.327951
1994-03-02,46.0312,46.6875,45.9062,46.6875,581500,30.368605
1994-03-03,46.625,46.625,46.4375,46.5625,223200,30.287297
1994-03-04,46.5625,46.8125,46.4062,46.6875,595800,30.368605
1994-03-07,46.8437,47,46.8437,46.9375,539800,30.531221
1994-03-08,46.9687,46.9687,46.6875,46.75,880300,30.409259
1994-03-09,46.8125,47,46.5937,46.9687,2500100,30.551516
1994-03-10,46.9375,46.9375,46.4375,46.5937,207400,30.307591
1994-03-11,46.6562,46.9062,46.4062,46.8437,576600,30.470208
1994-03-14,47.0312,47.0312,46.8437,46.9062,345900,30.510862
1994-03-15,47,47.0937,46.8437,46.875,748600,30.490567
1994-03-16,46.9375,47.25,46.7812,47.25,455500,30.734492
1994-03-17,47.0937,47.3125,47.0937,47.25,133000,30.734492
1994-03-18,46.75,47.0312,46.7187,46.9687,365500,30.727753
1994-03-21,46.8125,46.9375,46.7187,46.8437,324800,30.645976
1994-03-22,46.8437,47.0625,46.75,46.9687,435700,30.727753
1994-03-23,46.9375,47.0625,46.9062,46.9375,698500,30.707341
1994-03-24,46.75,46.8437,46.1562,46.375,1200500,30.339344
1994-03-25,46.4062,46.5312,45.9375,45.9375,100900,30.053124
1994-03-28,46,46.0625,45.5937,46,1117200,30.094012
1994-03-29,46,46.0312,45.0937,45.0937,338400,29.501095
1994-03-30,45.125,45.25,44.4687,44.4687,1123900,29.092209
1994-03-31,44.4687,44.6875,43.5312,44.5937,788800,29.173986
1994-04-04,43.3437,44.0312,43.3437,43.9062,2627300,28.724212
1994-04-05,44.3437,44.8125,44.3437,44.8125,1179000,29.317129
1994-04-06,44.875,44.9062,44.5,44.8125,516500,29.317129
1994-04-07,44.7812,45.125,44.5312,45.0312,666100,29.460207
1994-04-08,44.9375,44.9375,44.4687,44.6875,242400,29.235352
1994-04-11,44.8125,45.0625,44.703098,44.875,203300,29.358018
1994-04-12,44.921799,45,44.7187,44.8125,1409200,29.317129
1994-04-13,44.796799,44.9062,44.25,44.578098,364100,29.163779
1994-04-14,44.5,44.828098,44.4062,44.5937,419900,29.173986
1994-04-15,44.578098,44.7812,44.515598,44.5937,387300,29.173986
1994-04-18,44.640598,44.765598,44.1562,44.296799,369100,28.979748
1994-04-19,44.25,44.5312,43.984299,44.359299,472200,29.020637
1994-04-20,44.4062,44.515598,44.078098,44.3125,508000,28.99002
1994-04-21,44.5,44.9687,44.3437,44.9062,200300,29.378429
1994-04-22,45.015598,45.046799,44.734299,44.859299,301800,29.347745
1994-04-25,44.8437,45.359299,44.8437,45.328098,394600,29.654442
1994-04-26,45.265598,45.3437,45.1875,45.2812,399000,29.623761
1994-04-28,45.1875,45.25,44.8125,44.953098,287000,29.409111
1994-04-29,44.875,45.1562,44.8125,45.0937,481900,29.501095
1994-05-02,45.0937,45.7187,44.9375,45.375,275000,29.685126
1994-05-03,45.390598,45.4062,45.0625,45.328098,183400,29.654442
1994-05-04,45.421799,45.421799,45.078098,45.25,401900,29.603349
1994-05-05,45.296799,45.375,45.1875,45.1875,659800,29.562461
1994-05-06,44.9687,44.9687,44.5937,44.75,216300,29.27624
1994-05-09,44.625,44.75,44.2812,44.359299,499300,29.020637
1994-05-10,44.578098,44.8437,44.546799,44.703098,583400,29.245556
1994-05-11,44.6562,44.7187,44.171799,44.296799,210600,28.979748
1994-05-12,44.578098,44.625,44.4062,44.515598,305200,29.122891
1994-05-13,44.640598,44.640598,44.296799,44.515598,321300,29.122891
1994-05-16,44.609299,44.75,44.515598,44.5312,450400,29.133098
1994-05-17,44.5625,45.1875,44.5,45.1875,470200,29.562461
1994-05-18,45.2187,45.6875,45.015598,45.515598,824800,29.777108
1994-05-19,45.421799,45.859299,45.421799,45.734299,531000,29.920186
1994-05-20,45.6562,45.6875,45.5,45.5625,370400,29.807792
1994-05-23,45.515598,45.5312,45.3437,45.484299,262700,29.756631
1994-05-24,45.609299,45.8437,45.609299,45.671799,549600,29.879297
1994-05-25,45.5,45.828098,45.3437,45.796799,738200,29.961075
1994-05-26,45.7812,45.9375,45.734299,45.828098,369600,29.981551
1994-05-27,45.75,45.875,45.671799,45.875,162000,30.012235
1994-05-31,45.734299,45.9062,45.6562,45.8125,160000,29.971347
1994-06-01,45.703098,46.015598,45.5625,46.015598,200500,30.104217
1994-06-02,46.046799,46.046799,45.890598,45.9687,55100,30.073536
1994-06-03,46,46.390598,45.859299,46.234299,550400,30.247295
1994-06-06,46.328098,46.4687,46.1875,46.2187,99300,30.23709
1994-06-07,46.140598,46.2187,46.0312,46.1562,120600,30.196201
1994-06-08,46.265598,46.265598,45.7812,45.7812,131900,29.95087
1994-06-09,45.984299,46.0312,45.890598,46.0312,80500,30.114424
1994-06-10,46.078098,46.203098,46.078098,46.109299,83100,30.165518
1994-06-13,46.046799,46.1875,46.0312,46.171799,109700,30.206406
1994-06-14,46.3125,46.546799,46.3125,46.5312,161000,30.441533
1994-06-15,46.546799,46.5625,46.3125,46.3437,142800,30.318867
1994-06-16,46.3437,46.4687,46.296799,46.4375,44000,30.380233
1994-06-17,46.1562,46.203098,45.8125,45.875,403800,30.210657
1994-06-20,45.546799,45.625,45.4375,45.484299,137400,29.953363
1994-06-21,45.453098,45.453098,44.9062,45.0937,139200,29.696138
1994-06-22,45.2187,45.421799,45.171799,45.265598,279900,29.80934
1994-06-23,45.3437,45.4062,44.9375,45,922500,29.634432
1994-06-24,44.7812,44.7812,44,44.0625,353800,29.017048
1994-06-27,44.234299,44.828098,44.015598,44.828098,371200,29.521227
1994-06-28,44.8437,44.8437,44.25,44.609299,5382300,29.377138
1994-06-29,44.671799,45.015598,44.625,44.75,311800,29.469796
1994-06-30,44.828098,44.8437,44.3125,44.4687,271900,29.284548
1994-07-01,44.6875,44.6875,44.375,44.5625,406900,29.346319
1994-07-05,44.6562,44.859299,44.515598,44.796799,112000,29.500615
1994-07-06,44.625,44.8125,44.4687,44.734299,174800,29.459456
1994-07-07,44.734299,44.921799,44.6875,44.921799,66700,29.582933
1994-07-08,44.640598,44.984299,44.625,44.9062,148400,29.572661
1994-07-11,44.9375,45.015598,44.5312,44.75,124000,29.469796
1994-07-12,44.765598,44.828098,44.515598,44.8125,257300,29.510955
1994-07-13,44.828098,45.0312,44.828098,44.890598,532700,29.562386
1994-07-14,45.109299,45.4687,45.078098,45.375,494200,29.881385
1994-07-15,45.3437,45.484299,45.328098,45.390598,49100,29.891658
1994-07-18,45.390598,45.578098,45.390598,45.4687,72300,29.943091
1994-07-19,45.546799,45.5625,45.375,45.375,609500,29.881385
1994-07-20,45.4062,45.4062,45.0625,45.171799,185300,29.747569
1994-07-21,45.171799,45.296799,45.078098,45.265598,86300,29.80934
1994-07-22,45.375,45.4062,45.25,45.3437,151600,29.860773
1994-07-25,45.359299,45.453098,45.3125,45.4062,120900,29.901932
1994-07-26,45.390598,45.421799,45.3125,45.359299,489600,29.871046
1994-07-27,45.359299,45.359299,45.171799,45.359299,83200,29.871046
1994-07-28,45.359299,45.578098,45.359299,45.453098,828200,29.932817
1994-07-29,45.765598,46.046799,45.75,45.9062,459100,30.231204
1994-08-01,45.9375,46.1562,45.890598,46.125,486300,30.375293
1994-08-02,46.2812,46.375,46.0312,46.1875,505500,30.416452
1994-08-03,46.171799,46.234299,46.0937,46.203098,144100,30.426724
1994-08-04,46.171799,46.2187,45.921799,45.9375,231700,30.251816
1994-08-05,45.703098,45.8437,45.6562,45.7812,138400,30.148886
1994-08-08,45.828098,45.9375,45.7812,45.890598,328600,30.220929
1994-08-09,45.7187,45.9687,45.7187,45.9687,105900,30.272363
1994-08-10,46,46.1875,45.9375,46.140598,840300,30.385565
1994-08-11,46.0312,46.234299,45.734299,45.9687,876200,30.272363
1994-08-12,46.046799,46.3437,46.046799,46.328098,184100,30.509042
1994-08-15,46.375,46.484299,46.3125,46.3125,325900,30.498769
1994-08-16,46.3437,46.6875,46.1562,46.640598,1089500,30.714836
1994-08-17,46.703098,46.734299,46.578098,46.609299,133700,30.694224
1994-08-18,46.453098,46.5625,46.4062,46.453098,620000,30.59136
1994-08-19,46.4687,46.515598,46.3125,46.421799,103200,30.570747
1994-08-22,46.4375,46.4375,46.2812,46.375,79700,30.539928
1994-08-23,46.578098,46.859299,46.515598,46.640598,268600,30.714836
1994-08-24,46.6875,47.140598,46.671799,47.140598,254700,31.044108
1994-08-25,47.0937,47.203098,46.890598,47.015598,147400,30.96179
1994-08-26,47.125,47.7812,47.125,47.6875,339500,31.404266
1994-08-29,47.8125,47.984299,47.640598,47.6562,350300,31.383654
1994-08-30,47.640598,47.859299,47.578098,47.7812,36000,31.465972
1994-08-31,47.703098,47.890598,47.5937,47.6562,356200,31.383654
1994-09-01,47.5,47.5312,47.328098,47.5,294600,31.280789
1994-09-02,47.7187,47.7187,47.2187,47.296799,99600,31.146972
1994-09-06,47.265598,47.359299,47.125,47.3125,229800,31.157312
1994-09-07,47.421799,47.421799,47.2187,47.265598,27900,31.126426
1994-09-08,47.359299,47.5625,47.3437,47.5,284800,31.280789
1994-09-09,47.0312,47.125,46.8125,47,488400,30.951518
1994-09-12,47,47.0625,46.7812,46.859299,129400,30.85886
1994-09-13,46.953098,47.125,46.859299,47,389200,30.951518
1994-09-14,46.8437,47.109299,46.8437,47.046799,423500,30.982337
